"customer_city","customer_state","customer_count","total_revenue","avg_revenue_per_customer"
sao tomas de aquino,MG,4,836.15,209.0375000000000000
catanduvas,SC,6,834.99,139.1650000000000000
cabreuva,SP,6,834.12,139.0200000000000000
belo oriente,MG,5,833.02,166.6040000000000000
firminopolis,GO,7,832.50,118.9285714285714286
morro de sao paulo,BA,1,832.00,832.0000000000000000
capanema,PA,5,831.86,166.3720000000000000
tres cachoeiras,RS,7,831.42,118.7742857142857143
santa albertina,SP,7,830.42,118.6314285714285714
pejucara,RS,4,830.35,207.5875000000000000
arari,MA,2,828.79,414.3950000000000000
piripiri,PI,7,828.56,118.3657142857142857
sao felipe,BA,2,827.01,413.5050000000000000
madre de deus,BA,7,826.74,118.1057142857142857
vargem bonita,SC,5,826.27,165.2540000000000000
avelar,RJ,4,824.24,206.0600000000000000
rio do campo,SC,4,822.25,205.5625000000000000
alto taquari,MT,3,821.17,273.7233333333333333
cunha pora,SC,5,820.95,164.1900000000000000
urucui,PI,4,820.26,205.0650000000000000
coribe,BA,8,816.78,102.0975000000000000
estacao,RS,5,815.22,163.0440000000000000
caninde,CE,6,814.20,135.7000000000000000
joao lisboa,MA,5,810.71,162.1420000000000000
nepomuceno,MG,9,810.68,90.0755555555555556
anicuns,GO,8,809.19,101.1487500000000000
jaboticatubas,MG,1,808.87,808.8700000000000000
iati,PE,3,807.24,269.0800000000000000
capanema,PR,9,805.98,89.5533333333333333
caetanopolis,MG,8,805.62,100.7025000000000000
alta floresta d'oeste,RO,3,805.50,268.5000000000000000
timbauba,PE,7,804.45,114.9214285714285714
oeiras,PI,6,803.91,133.9850000000000000
santa helena,PR,9,803.75,89.3055555555555556
nova mamore,RO,2,803.16,401.5800000000000000
conceicao da feira,BA,2,802.95,401.4750000000000000
sabino,SP,3,802.87,267.6233333333333333
maracacume,MA,4,802.42,200.6050000000000000
cacequi,RS,4,801.37,200.3425000000000000
alto santo,CE,3,801.01,267.0033333333333333
barros cassal,RS,3,800.36,266.7866666666666667
piedade de caratinga,MG,7,799.83,114.2614285714285714
jaiba,MG,6,799.04,133.1733333333333333
andorinha,BA,5,797.61,159.5220000000000000
abelardo luz,SC,6,797.58,132.9300000000000000
medeiros neto,BA,7,797.29,113.8985714285714286
peabiru,PR,5,793.96,158.7920000000000000
cajuru,SP,9,793.90,88.2111111111111111
santa cruz de monte castelo,PR,4,793.05,198.2625000000000000
jaguapita,PR,1,790.68,790.6800000000000000
sapucaia,RJ,5,790.10,158.0200000000000000
maravilha,SC,10,789.87,78.9870000000000000
divisa nova,MG,1,788.71,788.7100000000000000
catigua,SP,6,788.52,131.4200000000000000
sao bento do sapucai,SP,7,788.06,112.5800000000000000
miguel calmon,BA,5,787.81,157.5620000000000000
guabiruba,SC,5,786.81,157.3620000000000000
carapebus,RJ,5,786.52,157.3040000000000000
campanha,MG,7,786.26,112.3228571428571429
solonopole,CE,2,785.74,392.8700000000000000
corbelia,PR,3,785.22,261.7400000000000000
sobradinho,BA,5,783.74,156.7480000000000000
sao joao do itaperiu,SC,1,782.74,782.7400000000000000
ribeira do pombal,BA,8,782.36,97.7950000000000000
bom jesus do norte,ES,4,781.85,195.4625000000000000
santa cruz de goias,GO,2,779.69,389.8450000000000000
dumont,SP,4,779.64,194.9100000000000000
tocantins,MG,6,778.49,129.7483333333333333
maioba,MA,3,778.07,259.3566666666666667
livramento de nossa senhora,BA,5,777.57,155.5140000000000000
mario campos,MG,4,775.04,193.7600000000000000
terra boa,PR,4,773.42,193.3550000000000000
matoes do norte,MA,2,772.28,386.1400000000000000
esperantinopolis,MA,3,771.41,257.1366666666666667
belem do sao francisco,PE,2,771.02,385.5100000000000000
terra rica,PR,7,769.63,109.9471428571428571
cidreira,RS,5,769.02,153.8040000000000000
barro,CE,4,769.02,192.2550000000000000
paracuru,CE,5,767.91,153.5820000000000000
urandi,BA,2,767.81,383.9050000000000000
guaracai,SP,5,767.11,153.4220000000000000
santo cristo,RS,7,766.18,109.4542857142857143
jauru,MT,5,762.86,152.5720000000000000
colina,SP,9,762.25,84.6944444444444444
guaiuba,CE,2,762.05,381.0250000000000000
garrafao do norte,PA,3,762.00,254.0000000000000000
santa isabel do rio preto,RJ,1,761.82,761.8200000000000000
itau,RN,2,761.37,380.6850000000000000
abrantes,BA,2,761.36,380.6800000000000000
palmitos,SC,5,760.98,152.1960000000000000
nova europa,SP,8,760.89,95.1112500000000000
paranapanema,SP,11,759.71,69.0645454545454545
macaiba,RN,5,757.17,151.4340000000000000
marco,CE,3,756.76,252.2533333333333333
nova hartz,RS,3,755.22,251.7400000000000000
jaragua,GO,7,755.07,107.8671428571428571
cururupu,MA,3,754.67,251.5566666666666667
bela vista de goias,GO,7,753.35,107.6214285714285714
pedro osorio,RS,3,752.98,250.9933333333333333
custodia,PE,5,752.17,150.4340000000000000
perdoes,MG,9,752.01,83.5566666666666667
ubirata,PR,7,751.43,107.3471428571428571
lindoia,SP,9,751.34,83.4822222222222222
acu,RN,3,749.59,249.8633333333333333
conceicao do para,MG,3,749.55,249.8500000000000000
general salgado,SP,7,748.22,106.8885714285714286
rolim de moura,RO,7,748.15,106.8785714285714286
mateus leme,MG,9,746.60,82.9555555555555556
comendador levy gasparian,RJ,7,746.56,106.6514285714285714
sao ludgero,SC,3,746.51,248.8366666666666667
mundo novo,MS,3,745.76,248.5866666666666667
nhandeara,SP,8,745.32,93.1650000000000000
barra do ribeiro,RS,5,742.89,148.5780000000000000
manoel ribas,PR,4,742.32,185.5800000000000000
morro reuter,RS,3,741.40,247.1333333333333333
propria,SE,4,740.75,185.1875000000000000
taquarivai,SP,3,738.90,246.3000000000000000
guaraciaba do norte,CE,4,738.15,184.5375000000000000
morro do chapeu,BA,7,737.84,105.4057142857142857
santa cruz das palmeiras,SP,9,736.51,81.8344444444444444
cantanhede,MA,1,735.85,735.8500000000000000
horizontina,RS,7,735.55,105.0785714285714286
santa cruz,RN,4,734.70,183.6750000000000000
camapua,MS,6,734.34,122.3900000000000000
frei inocencio,MG,5,733.89,146.7780000000000000
tracunhaem,PE,2,733.70,366.8500000000000000
miranorte,TO,2,733.42,366.7100000000000000
bataguassu,MS,5,732.92,146.5840000000000000
terra roxa,PR,4,731.69,182.9225000000000000
maristela,SP,4,731.42,182.8550000000000000
passo de torres,SC,7,731.26,104.4657142857142857
rio do pires,BA,4,731.25,182.8125000000000000
morada nova de minas,MG,3,730.37,243.4566666666666667
monte azul,MG,5,729.88,145.9760000000000000
sao jeronimo,RS,7,729.34,104.1914285714285714
itambacuri,MG,6,727.89,121.3150000000000000
teixeira soares,PR,2,727.38,363.6900000000000000
graccho cardoso,SE,1,723.72,723.7200000000000000
hidreletrica tucurui,PA,3,721.48,240.4933333333333333
sirinhaem,PE,5,720.23,144.0460000000000000
sao bento,PB,3,720.21,240.0700000000000000
juti,MS,4,719.48,179.8700000000000000
ouro preto do oeste,RO,4,718.48,179.6200000000000000
senador pompeu,CE,4,718.11,179.5275000000000000
pirapetinga,MG,8,715.75,89.4687500000000000
nova mutum,MT,5,715.67,143.1340000000000000
guaranta,SP,5,715.01,143.0020000000000000
apiai,SP,6,714.94,119.1566666666666667
conceicao dos ouros,MG,4,714.92,178.7300000000000000
pinheiro machado,RS,5,713.31,142.6620000000000000
petrolandia,SC,5,712.05,142.4100000000000000
surubim,PE,5,711.22,142.2440000000000000
santa cruz de minas,MG,5,710.39,142.0780000000000000
sao jose do norte,RS,7,710.32,101.4742857142857143
breves,PA,1,710.19,710.1900000000000000
itororo,BA,2,709.37,354.6850000000000000
rio acima,MG,8,709.23,88.6537500000000000
rio pardo de minas,MG,5,708.49,141.6980000000000000
morungaba,SP,7,708.32,101.1885714285714286
paulo frontin,PR,5,707.40,141.4800000000000000
lagoa dourada,MG,5,707.30,141.4600000000000000
itaperucu,PR,4,707.20,176.8000000000000000
paraipaba,CE,5,706.54,141.3080000000000000
campo ere,SC,7,706.07,100.8671428571428571
bady bassitt,SP,7,705.70,100.8142857142857143
itaitinga,CE,4,704.17,176.0425000000000000
urbano santos,MA,5,703.99,140.7980000000000000
jequitiba,MG,2,703.86,351.9300000000000000
itapecuru mirim,MA,4,702.95,175.7375000000000000
guaraci,PR,2,701.96,350.9800000000000000
limoeiro,PE,7,701.21,100.1728571428571429
granja,CE,5,700.30,140.0600000000000000
carmo de minas,MG,3,699.53,233.1766666666666667
juatuba,MG,4,699.33,174.8325000000000000
baldim,MG,2,699.04,349.5200000000000000
fernando prestes,SP,6,696.58,116.0966666666666667
sao gabriel do oeste,MS,7,695.94,99.4200000000000000
sao sepe,RS,6,695.71,115.9516666666666667
floresta,PE,6,694.69,115.7816666666666667
medina,MG,6,694.40,115.7333333333333333
santo antonio do jacinto,MG,8,693.56,86.6950000000000000
rio largo,AL,6,693.04,115.5066666666666667
aguas vermelhas,MG,3,692.89,230.9633333333333333
silva jardim,RJ,4,691.27,172.8175000000000000
porto xavier,RS,5,690.18,138.0360000000000000
ibiai,MG,3,689.95,229.9833333333333333
coronel joao sa,BA,3,689.71,229.9033333333333333
poco verde,SE,4,689.31,172.3275000000000000
mar vermelho,AL,2,689.02,344.5100000000000000
sao carlos,SC,5,688.57,137.7140000000000000
castelandia,GO,5,688.41,137.6820000000000000
jeceaba,MG,6,683.51,113.9183333333333333
marechal floriano,ES,5,681.38,136.2760000000000000
jaqueira,PE,3,679.17,226.3900000000000000
campos gerais,MG,5,679.17,135.8340000000000000
arcoverde,PE,5,677.40,135.4800000000000000
jequeri,MG,1,676.84,676.8400000000000000
vera cruz,RS,4,676.10,169.0250000000000000
canto do buriti,PI,1,674.83,674.8300000000000000
salto grande,SP,1,674.34,674.3400000000000000
candelaria,RS,4,673.10,168.2750000000000000
perola d'oeste,PR,2,672.75,336.3750000000000000
soledade,RS,5,671.66,134.3320000000000000
lagoinha,SP,3,668.73,222.9100000000000000
ubaitaba,BA,4,667.93,166.9825000000000000
antonio prado,RS,5,667.57,133.5140000000000000
jupi,PE,2,666.86,333.4300000000000000
teixeiras,MG,7,666.76,95.2514285714285714
palmeira,SC,3,665.88,221.9600000000000000
rio das flores,RJ,6,665.69,110.9483333333333333
nova bandeirantes,MT,4,665.53,166.3825000000000000
ribeirao claro,PR,5,663.80,132.7600000000000000
ipiabas,RJ,4,663.14,165.7850000000000000
nova aurora,PR,3,661.97,220.6566666666666667
fortuna,MA,3,661.92,220.6400000000000000
sao bento,MA,2,661.03,330.5150000000000000
capim grosso,BA,5,660.78,132.1560000000000000
rafard,SP,5,659.46,131.8920000000000000
iguaracu,PR,2,659.20,329.6000000000000000
bela vista do paraiso,PR,3,658.49,219.4966666666666667
valparaiso,SP,8,658.49,82.3112500000000000
conceicao do castelo,ES,5,658.00,131.6000000000000000
orizona,GO,6,657.08,109.5133333333333333
paulo de faria,SP,5,656.48,131.2960000000000000
belem,AL,3,656.47,218.8233333333333333
catuipe,RS,4,655.72,163.9300000000000000
porto dos gauchos,MT,1,655.67,655.6700000000000000
pouso redondo,SC,3,655.27,218.4233333333333333
anta gorda,RS,4,655.25,163.8125000000000000
eldorado,SP,6,654.06,109.0100000000000000
tiradentes,MG,4,653.58,163.3950000000000000
pedra preta,MT,4,653.50,163.3750000000000000
rio novo do sul,ES,6,653.44,108.9066666666666667
mato verde,MG,3,651.31,217.1033333333333333
raposo,RJ,3,650.84,216.9466666666666667
feira nova,PE,5,649.77,129.9540000000000000
ariranha,SP,5,647.27,129.4540000000000000
sapucai-mirim,MG,4,647.16,161.7900000000000000
carajas,PA,4,646.56,161.6400000000000000
lavras do sul,RS,3,646.56,215.5200000000000000
ivai,PR,2,645.77,322.8850000000000000
senges,PR,5,645.50,129.1000000000000000
araputanga,MT,4,645.25,161.3125000000000000
potiragua,BA,7,644.70,92.1000000000000000
roque gonzales,RS,5,643.61,128.7220000000000000
sao jose do divino,PI,1,643.33,643.3300000000000000
colinas do tocantins,TO,3,643.08,214.3600000000000000
jesuitas,PR,4,642.93,160.7325000000000000
anitapolis,SC,2,642.38,321.1900000000000000
uchoa,SP,3,641.29,213.7633333333333333
ivaipora,PR,7,640.86,91.5514285714285714
desterro,PB,1,639.98,639.9800000000000000
horizonte,CE,5,639.41,127.8820000000000000
uibai,BA,4,639.36,159.8400000000000000
icapui,CE,5,638.40,127.6800000000000000
tangua,RJ,6,636.04,106.0066666666666667
dom feliciano,RS,5,635.95,127.1900000000000000
palestina,SP,10,634.57,63.4570000000000000
ilha de itamaraca,PE,4,632.15,158.0375000000000000
jatoba,PE,4,631.27,157.8175000000000000
cristal,RS,3,631.04,210.3466666666666667
piritiba,BA,6,630.22,105.0366666666666667
sao jose do egito,PE,4,630.20,157.5500000000000000
campina da lagoa,PR,3,629.77,209.9233333333333333
orindiuva,SP,5,629.59,125.9180000000000000
barra dos coqueiros,SE,3,629.46,209.8200000000000000
barra de santo antonio,AL,2,629.12,314.5600000000000000
sales oliveira,SP,6,627.74,104.6233333333333333
carai,MG,6,626.69,104.4483333333333333
euclides da cunha,BA,5,625.62,125.1240000000000000
presidente bernardes,SP,6,624.07,104.0116666666666667
sao francisco de paula,RS,5,622.68,124.5360000000000000
sao miguel do guapore,RO,4,622.23,155.5575000000000000
caldas,MG,5,621.94,124.3880000000000000
lavrinhas,SP,1,621.35,621.3500000000000000
posto da mata,BA,4,620.13,155.0325000000000000
carius,CE,3,618.69,206.2300000000000000
sao miguel do tapuio,PI,3,618.51,206.1700000000000000
uaua,BA,4,618.18,154.5450000000000000
quatis,RJ,5,617.87,123.5740000000000000
cachoeira de minas,MG,7,616.92,88.1314285714285714
cardoso moreira,RJ,6,616.88,102.8133333333333333
vianopolis,GO,3,616.76,205.5866666666666667
alfredo vasconcelos,MG,3,616.74,205.5800000000000000
sao sebastiao do alto,RJ,4,616.70,154.1750000000000000
ipora do oeste,SC,6,615.23,102.5383333333333333
cacule,BA,3,615.05,205.0166666666666667
paulino neves,MA,1,614.63,614.6300000000000000
martins soares,MG,6,613.90,102.3166666666666667
rio novo,MG,4,613.25,153.3125000000000000
tanque d'arca,AL,2,611.54,305.7700000000000000
una,BA,5,610.34,122.0680000000000000
parauna,GO,4,610.16,152.5400000000000000
tanhacu,BA,4,609.80,152.4500000000000000
sao valentim,RS,3,609.47,203.1566666666666667
guimarania,MG,4,609.33,152.3325000000000000
pitanga,PR,3,607.71,202.5700000000000000
cachoeira alta,GO,6,605.48,100.9133333333333333
santa cruz cabralia,BA,5,605.18,121.0360000000000000
canapolis,MG,5,604.68,120.9360000000000000
curuca,PA,3,604.45,201.4833333333333333
tenente portela,RS,3,604.05,201.3500000000000000
conquista,MG,6,602.42,100.4033333333333333
itupiranga,PA,1,602.38,602.3800000000000000
cristais paulista,SP,4,600.64,150.1600000000000000
nova petropolis,RS,8,600.06,75.0075000000000000
francisco sa,MG,3,599.75,199.9166666666666667
sao jose do cedro,SC,5,598.77,119.7540000000000000
irai,RS,2,598.26,299.1300000000000000
bituruna,PR,5,598.23,119.6460000000000000
nossa senhora das dores,SE,1,598.23,598.2300000000000000
rifaina,SP,2,597.77,298.8850000000000000
vila dos cabanos,PA,4,597.67,149.4175000000000000
campo novo,RS,2,593.01,296.5050000000000000
aracoiaba,CE,3,592.44,197.4800000000000000
itobi,SP,7,591.42,84.4885714285714286
engenheiro paulo de frontin,RJ,6,590.89,98.4816666666666667
caputira,MG,2,590.66,295.3300000000000000
capitolio,MG,5,590.12,118.0240000000000000
gloria do goita,PE,2,587.92,293.9600000000000000
iguai,BA,2,587.14,293.5700000000000000
sao tiago,MG,5,586.45,117.2900000000000000
utinga,BA,5,586.45,117.2900000000000000
pindare mirim,MA,3,586.20,195.4000000000000000
sananduva,RS,6,585.57,97.5950000000000000
entre-ijuis,RS,3,585.04,195.0133333333333333
nova cruz,RN,3,583.25,194.4166666666666667
padre carvalho,MG,1,582.94,582.9400000000000000
alto boa vista,MT,5,581.99,116.3980000000000000
ibiraci,MG,4,581.14,145.2850000000000000
rio piracicaba,MG,4,580.14,145.0350000000000000
mutuipe,BA,4,580.09,145.0225000000000000
carmo da mata,MG,6,578.61,96.4350000000000000
castelo do piaui,PI,2,577.67,288.8350000000000000
pote,MG,3,577.53,192.5100000000000000
tupi paulista,SP,6,577.19,96.1983333333333333
cocalinho,MT,4,576.56,144.1400000000000000
florestopolis,PR,3,575.77,191.9233333333333333
breu branco,PA,3,575.70,191.9000000000000000
analandia,SP,4,575.70,143.9250000000000000
itarantim,BA,3,574.72,191.5733333333333333
taguatinga,DF,4,574.44,143.6100000000000000
muqui,ES,4,574.38,143.5950000000000000
cachoeira,BA,4,573.71,143.4275000000000000
machadinho d'oeste,RO,3,572.96,190.9866666666666667
sao sebastiao do paraiba,RJ,1,571.16,571.1600000000000000
santa maria de itabira,MG,4,570.49,142.6225000000000000
esperantina,PI,4,569.46,142.3650000000000000
areia branca dos assis,PR,3,569.43,189.8100000000000000
soledade,PB,3,568.75,189.5833333333333333
areias,SP,3,568.63,189.5433333333333333
corupa,SC,4,568.43,142.1075000000000000
alexania,GO,5,568.25,113.6500000000000000
congonhal,MG,4,568.19,142.0475000000000000
lajinha,MG,3,567.69,189.2300000000000000
denise,MT,2,566.63,283.3150000000000000
barra de guabiraba,PE,2,565.80,282.9000000000000000
inhapim,MG,7,565.35,80.7642857142857143
kalore,PR,2,563.96,281.9800000000000000
milagres,BA,2,563.44,281.7200000000000000
lobato,PR,3,562.77,187.5900000000000000
barbosa ferraz,PR,3,562.57,187.5233333333333333
edeia,GO,4,560.91,140.2275000000000000
ibicarai,BA,5,559.60,111.9200000000000000
penaforte,CE,2,559.03,279.5150000000000000
presidente olegario,MG,6,557.41,92.9016666666666667
altonia,PR,3,557.18,185.7266666666666667
tutoia,MA,2,556.87,278.4350000000000000
coelho neto,MA,4,556.86,139.2150000000000000
severinia,SP,5,556.45,111.2900000000000000
astorga,PR,7,556.28,79.4685714285714286
jardim do serido,RN,3,555.81,185.2700000000000000
paramirim,BA,5,555.47,111.0940000000000000
araruna,PR,4,555.07,138.7675000000000000
paula freitas,PR,1,553.46,553.4600000000000000
pedrinopolis,MG,3,553.30,184.4333333333333333
pinheiro,MA,4,553.23,138.3075000000000000
matipo,MG,4,552.35,138.0875000000000000
baturite,CE,3,551.09,183.6966666666666667
sao sebastiao do passe,BA,5,550.53,110.1060000000000000
jaquirana,RS,1,547.98,547.9800000000000000
sao geraldo,MG,4,547.81,136.9525000000000000
xambre,PR,2,547.74,273.8700000000000000
senador guiomard,AC,2,547.09,273.5450000000000000
poco redondo,SE,1,546.78,546.7800000000000000
boa viagem,CE,3,546.76,182.2533333333333333
sao pedro do ivai,PR,3,546.72,182.2400000000000000
guarara,MG,2,546.57,273.2850000000000000
pio xii,MA,1,546.03,546.0300000000000000
bom jardim,PE,2,545.35,272.6750000000000000
ipu,CE,4,545.20,136.3000000000000000
bananeiras,PB,5,544.74,108.9480000000000000
sao jose de uba,RJ,3,544.52,181.5066666666666667
pedra azul,MG,5,543.80,108.7600000000000000
trairi,CE,2,543.53,271.7650000000000000
eliseu martins,PI,4,543.06,135.7650000000000000
pindoba,AL,2,542.52,271.2600000000000000
curaca,BA,3,542.24,180.7466666666666667
capitao poco,PA,3,540.89,180.2966666666666667
cedral,SP,6,540.35,90.0583333333333333
rio azul,PR,5,538.54,107.7080000000000000
pacuja,CE,1,538.39,538.3900000000000000
sao joao do manteninha,MG,3,537.22,179.0733333333333333
irai de minas,MG,2,536.94,268.4700000000000000
praia grande,SC,4,536.92,134.2300000000000000
rio bonito do iguacu,PR,4,536.22,134.0550000000000000
rianapolis,GO,4,534.47,133.6175000000000000
apiaca,ES,6,534.42,89.0700000000000000
ipiacu,MG,3,534.09,178.0300000000000000
colonia leopoldina,AL,2,531.85,265.9250000000000000
itabela,BA,4,529.97,132.4925000000000000
gameleiras,MG,3,529.94,176.6466666666666667
cidelandia,MA,1,528.80,528.8000000000000000
chapada gaucha,MG,4,528.01,132.0025000000000000
rio fortuna,SC,3,527.47,175.8233333333333333
diamantino,MT,7,527.42,75.3457142857142857
rio branco do sul,PR,6,526.72,87.7866666666666667
dores do rio preto,ES,4,526.33,131.5825000000000000
ipupiara,BA,1,525.85,525.8500000000000000
ipubi,PE,3,525.79,175.2633333333333333
itambe,PE,4,525.50,131.3750000000000000
paulista,PB,1,525.46,525.4600000000000000
ceu azul,PR,7,525.29,75.0414285714285714
terra roxa,SP,3,525.06,175.0200000000000000
sao romao,MG,5,524.06,104.8120000000000000
cruz machado,PR,3,523.23,174.4100000000000000
bela vista,MS,3,522.88,174.2933333333333333
fatima,BA,2,522.28,261.1400000000000000
alto caparao,MG,2,522.08,261.0400000000000000
